Country_Code	Country_Name	Province_Name	Province_Type	Global_ID	R	G	B
MKD	Macedonia	Kisela Voda	Municipality	1233	0	4	209
MKD	Macedonia	Probištip	Statistical Region	1234	0	4	210
MKD	Macedonia	Češinovo-Obleševo	Statistical Region	1235	0	4	211
MKD	Macedonia	Aračinovo	Statistical Region	1236	0	4	212
MKD	Macedonia	Zelenikovo	Statistical Region	1237	0	4	213
MKD	Macedonia	Kičevo	Statistical Region	1238	0	4	214
MKD	Macedonia	Plasnica	Statistical Region	1239	0	4	215
MKD	Macedonia	Vraneštica	Statistical Region	1240	0	4	216
MKD	Macedonia	Skopje	Statistical Region	1241	0	4	217
MKD	Macedonia	Lozovo	Statistical Region	1242	0	4	218
MKD	Macedonia	Sveti Nikole	Statistical Region	1243	0	4	219
MKD	Macedonia	Gradsko	Statistical Region	1244	0	4	220
MKD	Macedonia	Kratovo	Statistical Region	1245	0	4	221
MKD	Macedonia	Ilinden	Statistical Region	1246	0	4	222
MKD	Macedonia	Karbinci	Statistical Region	1247	0	4	223
MKD	Macedonia	Štip	Statistical Region	1248	0	4	224
MKD	Macedonia	Kočani	Statistical Region	1249	0	4	225
MKD	Macedonia	Zrnovci	Statistical Region	1250	0	4	226
MKD	Macedonia	Veles	Statistical Region	1251	0	4	227
MKD	Macedonia	Demir Kapija	Statistical Region	1252	0	4	228
MKD	Macedonia	Vinica	Statistical Region	1253	0	4	229
MKD	Macedonia	Bosilovo	Statistical Region	1254	0	4	230
MKD	Macedonia	Radoviš	Statistical Region	1255	0	4	231
MKD	Macedonia	Vasilevo	Statistical Region	1256	0	4	232
MKD	Macedonia	Konče	Statistical Region	1257	0	4	233
ALB	Albania	Dibër	County	1258	0	4	234
ALB	Albania	Kukës	County	1259	0	4	235
ALB	Albania	Korçë	County	1260	0	4	236
ALB	Albania	Elbasan	County	1261	0	4	237
ALB	Albania	Gjirokastër	County	1262	0	4	238
ALB	Albania	Vlorë	County	1263	0	4	239
ALB	Albania	Shkodër	County	1264	0	4	240
ALB	Albania	Fier	County	1265	0	4	241
ALB	Albania	Tiranë	County	1266	0	4	242
ALB	Albania	Durrës	County	1267	0	4	243
ALB	Albania	Lezhë	County	1268	0	4	244
ALB	Albania	Berat	County	1269	0	4	245
AZE	Azerbaijan	Qazax	District	1270	0	4	246
AZE	Azerbaijan	Ağstafa	District	1271	0	4	247
AZE	Azerbaijan	Tovuz	District	1272	0	4	248
AZE	Azerbaijan	Gədəbəy	District	1273	0	4	249
AZE	Azerbaijan	Daşkəsən	District	1274	0	4	250
AZE	Azerbaijan	Kəlbəcər	District	1275	0	4	251
AZE	Azerbaijan	Lankaran	Municipality	1313	0	5	33
AZE	Azerbaijan	Qubadli	District	1277	0	4	253
AZE	Azerbaijan	Zəngilan	District	1278	0	4	254
AZE	Azerbaijan	Şərur	District	1279	0	4	255
AZE	Azerbaijan	Sədərək	District	1280	0	5	0
AZE	Azerbaijan	Kangarli	District	1281	0	5	1
AZE	Azerbaijan	Babək	District	1282	0	5	2
AZE	Azerbaijan	Şahbuz	District	1283	0	5	3
AZE	Azerbaijan	Culfa	District	1284	0	5	4
AZE	Azerbaijan	Ordubad	District	1285	0	5	5
AZE	Azerbaijan	Balakən	District	1286	0	5	6
AZE	Azerbaijan	Zaqatala	District	1287	0	5	7
AZE	Azerbaijan	Xaçmaz	District	1288	0	5	8
AZE	Azerbaijan	Qusar	District	1289	0	5	9
AZE	Azerbaijan	Oğuz	District	1290	0	5	10
AZE	Azerbaijan	Şəki	Municipality	1347	0	5	67
AZE	Azerbaijan	Qax	District	1292	0	5	12
AZE	Azerbaijan	Qəbələ	District	1293	0	5	13
AZE	Azerbaijan	Samux	District	1294	0	5	14
AZE	Azerbaijan	İmişli	District	1295	0	5	15
AZE	Azerbaijan	Biləsuvar	District	1296	0	5	16
AZE	Azerbaijan	Cəlilabad	District	1297	0	5	17
AZE	Azerbaijan	Yardımlı	District	1298	0	5	18
AZE	Azerbaijan	Lerik	District	1299	0	5	19
AZE	Azerbaijan	Cəbrayıl	District	1300	0	5	20
AZE	Azerbaijan	Füzuli	District	1301	0	5	21
AZE	Azerbaijan	Beyləqan	District	1302	0	5	22
AZE	Azerbaijan	Astara	District	1303	0	5	23
AZE	Azerbaijan	Dəvəçi	District	1304	0	5	24
AZE	Azerbaijan	Siyəzən	District	1305	0	5	25
AZE	Azerbaijan	Xizı	District	1306	0	5	26
AZE	Azerbaijan	Sumqayıt	Municipality	1307	0	5	27
AZE	Azerbaijan	Bakı	Municipality	1308	0	5	28
AZE	Azerbaijan	Salyan	District	1309	0	5	29
AZE	Azerbaijan	Neftçala	District	1310	0	5	30
AZE	Azerbaijan	Masallı	District	1312	0	5	32
AZE	Azerbaijan	Naxçıvan	Municipality	1314	0	5	34
AZE	Azerbaijan	Şuşa	Municipality	1317	0	5	37
AZE	Azerbaijan	Xocalı	District	1316	0	5	36
AZE	Azerbaijan	Ağdam	District	1318	0	5	38
AZE	Azerbaijan	Tərtər	District	1319	0	5	39
AZE	Azerbaijan	Goranboy	District	1320	0	5	40
AZE	Azerbaijan	Xocavənd	District	1321	0	5	41
AZE	Azerbaijan	Hajigabul	District	1322	0	5	42
AZE	Azerbaijan	Abşeron	District	1323	0	5	43
AZE	Azerbaijan	Xanlar	District	1324	0	5	44
AZE	Azerbaijan	Kürdəmir	District	1325	0	5	45
AZE	Azerbaijan	Zərdab	District	1326	0	5	46
AZE	Azerbaijan	Sabirabad	District	1327	0	5	47
AZE	Azerbaijan	Shirvan	Municipality	1328	0	5	48
AZE	Azerbaijan	Saatlı	District	1329	0	5	49
AZE	Azerbaijan	Bərdə	District	1330	0	5	50
AZE	Azerbaijan	Şəmkir	District	1331	0	5	51
AZE	Azerbaijan	Ağsu	District	1332	0	5	52
AZE	Azerbaijan	Şamaxı	District	1333	0	5	53
AZE	Azerbaijan	Quba	District	1334	0	5	54
AZE	Azerbaijan	Ucar	District	1335	0	5	55
AZE	Azerbaijan	Qobustan	District	1336	0	5	56
AZE	Azerbaijan	İsmayıllı	District	1337	0	5	57
AZE	Azerbaijan	Yevlakh Rayon	District	1338	0	5	58
AZE	Azerbaijan	Gəncə	Municipality	1339	0	5	59
AZE	Azerbaijan	Mingəçevir	Municipality	1340	0	5	60
AZE	Azerbaijan	Göyçay	District	1341	0	5	61
AZE	Azerbaijan	Ağdaş	District	1342	0	5	62
AZE	Azerbaijan	Ağcabədi	District	1343	0	5	63
AZE	Azerbaijan	Stepanakert	District	1344	0	5	64
AZE	Azerbaijan	Yevlakh	Municipality	1345	0	5	65
AZE	Azerbaijan	Naftalan	Municipality	1346	0	5	66
KOS	Kosovo	Dečani	District	1348	0	5	68
KOS	Kosovo	Đakovica	District	1349	0	5	69
KOS	Kosovo	Dragaš	District	1350	0	5	70
KOS	Kosovo	Prizren	District	1351	0	5	71
KOS	Kosovo	Gnjilane	District	1352	0	5	72
KOS	Kosovo	Vitina	District	1353	0	5	73
KOS	Kosovo	Kačanik	District	1354	0	5	74
KOS	Kosovo	Štrpce	District	1355	0	5	75
KOS	Kosovo	Leposavić	District	1356	0	5	76
KOS	Kosovo	Podujevo	District	1357	0	5	77
KOS	Kosovo	Zubin Potok	District	1358	0	5	78
KOS	Kosovo	Zvečan	District	1359	0	5	79
KOS	Kosovo	Istok	District	1360	0	5	80
KOS	Kosovo	Priština	District	1361	0	5	81
KOS	Kosovo	Kosovska Kamenica	District	1362	0	5	82
KOS	Kosovo	Peć	District	1363	0	5	83
KOS	Kosovo	Orahovac	District	1364	0	5	84
KOS	Kosovo	Srbica	District	1365	0	5	85
KOS	Kosovo	Klina	District	1366	0	5	86
KOS	Kosovo	Kosovska Mitrovica	District	1367	0	5	87
KOS	Kosovo	Glogovac	District	1368	0	5	88
KOS	Kosovo	Mališevo	District	1369	0	5	89
KOS	Kosovo	Suva Reka	District	1370	0	5	90
KOS	Kosovo	Uroševac	District	1371	0	5	91
KOS	Kosovo	Novo Brdo	District	1372	0	5	92
KOS	Kosovo	Obilić	District	1373	0	5	93
KOS	Kosovo	Kosovo Polje	District	1374	0	5	94
KOS	Kosovo	Lipljan	District	1375	0	5	95
KOS	Kosovo	Štimlje	District	1376	0	5	96
KOS	Kosovo	Vučitrn	District	1377	0	5	97
TUR	Turkey	Ardahan	Province	1378	0	5	98
TUR	Turkey	Artvin	Province	1379	0	5	99
TUR	Turkey	Sirnak	Province	1380	0	5	100
TUR	Turkey	Hakkari	Province	1381	0	5	101
TUR	Turkey	Iğdir	Province	1382	0	5	102
TUR	Turkey	Agri	Province	1383	0	5	103
TUR	Turkey	Van	Province	1384	0	5	104
TUR	Turkey	Kirklareli	Province	1385	0	5	105
TUR	Turkey	Edirne	Province	1386	0	5	106
TUR	Turkey	Kars	Province	1387	0	5	107
TUR	Turkey	Mardin	Province	1388	0	5	108
TUR	Turkey	Sanliurfa	Province	1389	0	5	109
TUR	Turkey	Kilis	Province	1390	0	5	110
TUR	Turkey	Gaziantep	Province	1391	0	5	111
TUR	Turkey	Hatay	Province	1392	0	5	112
TUR	Turkey	Istanbul	Province	1393	0	5	113
TUR	Turkey	Tekirdag	Province	1394	0	5	114
TUR	Turkey	Çanakkale	Province	1395	0	5	115
TUR	Turkey	Rize	Province	1396	0	5	116
TUR	Turkey	Trabzon	Province	1397	0	5	117
TUR	Turkey	Giresun	Province	1398	0	5	118
TUR	Turkey	Ordu	Province	1399	0	5	119
TUR	Turkey	Samsun	Province	1400	0	5	120
TUR	Turkey	Sinop	Province	1401	0	5	121
TUR	Turkey	Kastamonu	Province	1402	0	5	122
TUR	Turkey	Bartın	Province	1403	0	5	123
TUR	Turkey	Zinguldak	Province	1404	0	5	124
TUR	Turkey	Düzce	Province	1405	0	5	125
TUR	Turkey	Sakarya	Province	1406	0	5	126
TUR	Turkey	Kocaeli	Province	1407	0	5	127
TUR	Turkey	Yalova	Province	1408	0	5	128
TUR	Turkey	Bursa	Province	1409	0	5	129
TUR	Turkey	Balikesir	Province	1410	0	5	130
TUR	Turkey	Izmir	Province	1411	0	5	131
TUR	Turkey	Aydin	Province	1412	0	5	132
TUR	Turkey	Mugla	Province	1413	0	5	133
TUR	Turkey	Antalya	Province	1414	0	5	134
TUR	Turkey	Mersin	Province	1415	0	5	135
TUR	Turkey	Adana	Province	1416	0	5	136
TUR	Turkey	Bolu	Province	1417	0	5	137
TUR	Turkey	Ankara	Province	1418	0	5	138
TUR	Turkey	Bilecik	Province	1419	0	5	139
TUR	Turkey	Eskisehir	Province	1420	0	5	140
TUR	Turkey	Çankiri	Province	1421	0	5	141
TUR	Turkey	Karabük	Province	1422	0	5	142
TUR	Turkey	Tokat	Province	1423	0	5	143
TUR	Turkey	Sivas	Province	1424	0	5	144
TUR	Turkey	Çorum	Province	1425	0	5	145
TUR	Turkey	Amasya	Province	1426	0	5	146
TUR	Turkey	Kütahya	Province	1427	0	5	147
TUR	Turkey	Konya	Province	1428	0	5	148
TUR	Turkey	Karaman	Province	1429	0	5	149
TUR	Turkey	Nigde	Province	1430	0	5	150
TUR	Turkey	Kayseri	Province	1431	0	5	151
TUR	Turkey	Isparta	Province	1432	0	5	152
TUR	Turkey	Manisa	Province	1433	0	5	153
TUR	Turkey	Denizli	Province	1434	0	5	154
TUR	Turkey	Burdur	Province	1435	0	5	155
TUR	Turkey	Aksaray	Province	1436	0	5	156
TUR	Turkey	Nevsehir	Province	1437	0	5	157
TUR	Turkey	Yozgat	Province	1438	0	5	158
TUR	Turkey	Kirsehir	Province	1439	0	5	159
TUR	Turkey	Usak	Province	1440	0	5	160
TUR	Turkey	Erzincan	Province	1441	0	5	161
TUR	Turkey	Tunceli	Province	1442	0	5	162
TUR	Turkey	Afyonkarahisar	Province	1443	0	5	163
TUR	Turkey	Kinkkale	Province	1444	0	5	164
TUR	Turkey	K. Maras	Province	1445	0	5	165
TUR	Turkey	Mus	Province	1446	0	5	166
TUR	Turkey	Erzurum	Province	1447	0	5	167
TUR	Turkey	Malatya	Province	1448	0	5	168
TUR	Turkey	Elazig	Province	1449	0	5	169
TUR	Turkey	Bitlis	Province	1450	0	5	170
TUR	Turkey	Bingöl	Province	1451	0	5	171
TUR	Turkey	Osmaniye	Province	1452	0	5	172
TUR	Turkey	Adiyaman	Province	1453	0	5	173
TUR	Turkey	Diyarbakir	Province	1454	0	5	174
TUR	Turkey	Batman	Province	1455	0	5	175
TUR	Turkey	Siirt	Province	1456	0	5	176
TUR	Turkey	Bayburt	Province	1457	0	5	177
TUR	Turkey	Gümüshane	Province	1458	0	5	178
ESP	Spain	Ceuta	Autonomous City	1459	0	5	179
ESP	Spain	Melilla	Autonomous City	1460	0	5	180
ESP	Spain	Navarra	Autonomous Community	1461	0	5	181
ESP	Spain	Gipuzkoa	Autonomous Community	1462	0	5	182
ESP	Spain	Huesca	Autonomous Community	1463	0	5	183
ESP	Spain	Lérida	Autonomous Community	1464	0	5	184
ESP	Spain	Gerona	Autonomous Community	1465	0	5	185
ESP	Spain	Badajoz	Autonomous Community	1466	0	5	186
ESP	Spain	Cádiz	Autonomous Community	1467	0	5	187
ESP	Spain	Orense	Autonomous Community	1468	0	5	188
ESP	Spain	Cáceres	Autonomous Community	1469	0	5	189
ESP	Spain	Salamanca	Autonomous Community	1470	0	5	190
ESP	Spain	Zamora	Autonomous Community	1471	0	5	191
ESP	Spain	Pontevedra	Autonomous Community	1472	0	5	192
ESP	Spain	Huelva	Autonomous Community	1473	0	5	193
ESP	Spain	Barcelona	Autonomous Community	1474	0	5	194
ESP	Spain	Tarragona	Autonomous Community	1475	0	5	195
ESP	Spain	Castellón	Autonomous Community	1476	0	5	196
ESP	Spain	Valencia	Autonomous Community	1477	0	5	197
ESP	Spain	Alicante	Autonomous Community	1478	0	5	198
ESP	Spain	Murcia	Autonomous Community	1479	0	5	199
ESP	Spain	Almería	Autonomous Community	1480	0	5	200
ESP	Spain	Granada	Autonomous Community	1481	0	5	201
ESP	Spain	Málaga	Autonomous Community	1482	0	5	202
ESP	Spain	Sevilla	Autonomous Community	1483	0	5	203
ESP	Spain	La Coruña	Autonomous Community	1484	0	5	204
ESP	Spain	Lugo	Autonomous Community	1485	0	5	205
ESP	Spain	Asturias	Autonomous Community	1486	0	5	206
ESP	Spain	Cantabria	Autonomous Community	1487	0	5	207
ESP	Spain	Bizkaia	Autonomous Community	1488	0	5	208
ESP	Spain	Santa Cruz de Tenerife	Autonomous Community	1489	0	5	209
ESP	Spain	Las Palmas	Autonomous Community	1490	0	5	210
ESP	Spain	Baleares	Autonomous Community	1491	0	5	211
ESP	Spain	Zaragoza	Autonomous Community	1492	0	5	212
ESP	Spain	La Rioja	Autonomous Community	1493	0	5	213
ESP	Spain	Álava	Autonomous Community	1494	0	5	214
ESP	Spain	Albacete	Autonomous Community	1495	0	5	215
ESP	Spain	Teruel	Autonomous Community	1496	0	5	216
ESP	Spain	Cuenca	Autonomous Community	1497	0	5	217
ESP	Spain	Toledo	Autonomous Community	1498	0	5	218
ESP	Spain	León	Autonomous Community	1499	0	5	219
ESP	Spain	Soria	Autonomous Community	1500	0	5	220
ESP	Spain	Burgos	Autonomous Community	1501	0	5	221
ESP	Spain	Ávila	Autonomous Community	1502	0	5	222
ESP	Spain	Palencia	Autonomous Community	1503	0	5	223
ESP	Spain	Ciudad Real	Autonomous Community	1504	0	5	224
ESP	Spain	Córdoba	Autonomous Community	1505	0	5	225
ESP	Spain	Guadalajara	Autonomous Community	1506	0	5	226
ESP	Spain	Jaén	Autonomous Community	1507	0	5	227
ESP	Spain	Madrid	Autonomous Community	1508	0	5	228
ESP	Spain	Segovia	Autonomous Community	1509	0	5	229
ESP	Spain	Valladolid	Autonomous Community	1510	0	5	230
LAO	Laos	Phôngsali	Province	1511	0	5	231
LAO	Laos	Oudômxai	Province	1512	0	5	232
LAO	Laos	Louang Namtha	Province	1513	0	5	233
LAO	Laos	Bokeo	Province	1514	0	5	234
LAO	Laos	Xaignabouri	Province	1515	0	5	235
LAO	Laos	Bolikhamxai	Province	1516	0	5	236
LAO	Laos	Khammouan	Province	1517	0	5	237
LAO	Laos	Savannakhét	Province	1518	0	5	238
LAO	Laos	Saravan	Province	1519	0	5	239
LAO	Laos	Vientiane [prefecture]	Municipality|Prefecture	1520	0	5	240
LAO	Laos	Vientiane	Province	1521	0	5	241
LAO	Laos	Champasak	Province	1522	0	5	242
LAO	Laos	Louangphrabang	Province	1523	0	5	243
LAO	Laos	Houaphan	Province	1524	0	5	244
LAO	Laos	Xiangkhoang	Province	1525	0	5	245
LAO	Laos	Xékong	Province	1526	0	5	246
LAO	Laos	Attapu	Province	1527	0	5	247
KGZ	Kyrgyzstan	Ysyk-Köl	Region	1528	0	5	248
KGZ	Kyrgyzstan	Naryn	Region	1529	0	5	249
KGZ	Kyrgyzstan	Osh	Region	1530	0	5	250
KGZ	Kyrgyzstan	Chuy	Region	1531	0	5	251
KGZ	Kyrgyzstan	Talas	Region	1532	0	5	252
KGZ	Kyrgyzstan	Jalal-Abad	Region	1533	0	5	253
KGZ	Kyrgyzstan	Batken	Region	1534	0	5	254
KGZ	Kyrgyzstan	Bishkek	Region	1535	0	5	255
ARM	Armenia	Tavush	Province	1536	0	6	0
ARM	Armenia	Lori	Province	1537	0	6	1
ARM	Armenia	Shirak	Province	1538	0	6	2
ARM	Armenia	Gegharkunik	Province	1539	0	6	3
ARM	Armenia	Vayots Dzor	Province	1540	0	6	4
ARM	Armenia	Syunik	Province	1541	0	6	5
ARM	Armenia	Ararat	Province	1542	0	6	6
ARM	Armenia	Aragatsotn	Province	1543	0	6	7
ARM	Armenia	Armavir	Province	1544	0	6	8
ARM	Armenia	Kotayk	Province	1545	0	6	9
ARM	Armenia	Erevan	City	1546	0	6	10
DNK	Denmark	Syddanmark	Region	1547	0	6	11
DNK	Denmark	Midtjylland	Region	1548	0	6	12
DNK	Denmark	Nordjylland	Region	1549	0	6	13
DNK	Denmark	Sjaælland	Region	1550	0	6	14
DNK	Denmark	Hovedstaden	Region	1551	0	6	15
LBY	Libya	Ghadamis	Municipality|Governarate	1552	0	6	16
LBY	Libya	An Nuqat al Khams	Municipality|Governarate	1553	0	6	17
LBY	Libya	Al Kufrah	Municipality|Governarate	1554	0	6	18
LBY	Libya	Murzuq	Municipality|Governarate	1555	0	6	19
LBY	Libya	Al Butnan	Municipality|Governarate	1556	0	6	20
LBY	Libya	Ajdabiya	Municipality|Governarate	1557	0	6	21
LBY	Libya	Ash Shati'	Municipality|Governarate	1558	0	6	22
LBY	Libya	Ghat	Municipality|Governarate	1559	0	6	23
LBY	Libya	Surt	Municipality|Governarate	1560	0	6	24
LBY	Libya	Misratah	Municipality|Governarate	1561	0	6	25
LBY	Libya	Al Marqab	Municipality|Governarate	1562	0	6	26
LBY	Libya	Tajura' wa an Nawahi al Arba	Municipality|Governarate	1563	0	6	27
LBY	Libya	Az Zawiyah	Municipality|Governarate	1564	0	6	28
LBY	Libya	Al Qubbah	Municipality|Governarate	1565	0	6	29
LBY	Libya	Al Jabal al Akhdar	Municipality|Governarate	1566	0	6	30
LBY	Libya	Al Marj	Municipality|Governarate	1567	0	6	31
LBY	Libya	Benghazi	Municipality|Governarate	1568	0	6	32
LBY	Libya	Al Jifarah	Municipality|Governarate	1569	0	6	33
LBY	Libya	Mizdah	Municipality|Governarate	1570	0	6	34
LBY	Libya	Al Jufrah	Municipality|Governarate	1571	0	6	35
LBY	Libya	Sabha	Municipality|Governarate	1572	0	6	36
LBY	Libya	Wadi al Hayaa	Municipality|Governarate	1573	0	6	37
TUN	Tunisia	Tataouine	Governorate	1574	0	6	38
TUN	Tunisia	Médenine	Governorate	1575	0	6	39
TUN	Tunisia	Jendouba	Governorate	1576	0	6	40
TUN	Tunisia	Kebili	Governorate	1577	0	6	41
TUN	Tunisia	Tozeur	Governorate	1578	0	6	42
TUN	Tunisia	Gafsa	Governorate	1579	0	6	43
TUN	Tunisia	Kassérine	Governorate	1580	0	6	44
TUN	Tunisia	Le Kef	Governorate	1581	0	6	45
TUN	Tunisia	Gabès	Governorate	1582	0	6	46
TUN	Tunisia	Sfax	Governorate	1583	0	6	47
TUN	Tunisia	Mahdia	Governorate	1584	0	6	48
TUN	Tunisia	Monastir	Governorate	1585	0	6	49
TUN	Tunisia	Sousse	Governorate	1586	0	6	50
TUN	Tunisia	Nabeul	Governorate	1587	0	6	51
TUN	Tunisia	Ben Arous (Tunis Sud)	Governorate	1588	0	6	52
TUN	Tunisia	Tunis	Governorate	1589	0	6	53
TUN	Tunisia	Manubah	Governorate	1590	0	6	54
TUN	Tunisia	Bizerte	Governorate	1591	0	6	55
TUN	Tunisia	Béja	Governorate	1592	0	6	56
TUN	Tunisia	Siliana	Governorate	1593	0	6	57
TUN	Tunisia	Sidi Bou Zid	Governorate	1594	0	6	58
TUN	Tunisia	Kairouan	Governorate	1595	0	6	59
TUN	Tunisia	Zaghouan	Governorate	1596	0	6	60
ROU	Romania	Satu Mare	County	1597	0	6	61
ROU	Romania	Arad	County	1598	0	6	62
ROU	Romania	Bihor	County	1599	0	6	63
ROU	Romania	Timis	County	1600	0	6	64
ROU	Romania	Mehedinti	County	1601	0	6	65
ROU	Romania	Dolj	County	1602	0	6	66
ROU	Romania	Calarasi	County	1603	0	6	67
ROU	Romania	Teleorman	County	1604	0	6	68
ROU	Romania	Giurgiu	County	1605	0	6	69
ROU	Romania	Constanta	County	1606	0	6	70
ROU	Romania	Olt	County	1607	0	6	71
ROU	Romania	Caras-Severin	County	1608	0	6	72
ROU	Romania	Botosani	County	1609	0	6	73
ROU	Romania	Iasi	County	1610	0	6	74
ROU	Romania	Vaslui	County	1611	0	6	75
ROU	Romania	Galati	County	1612	0	6	76
ROU	Romania	Suceava	County	1613	0	6	77
ROU	Romania	Maramures	County	1614	0	6	78
ROU	Romania	Tulcea	County	1615	0	6	79
ROU	Romania	Cluj	County	1616	0	6	80
ROU	Romania	Bistrita-Nasaud	County	1617	0	6	81
ROU	Romania	Salaj	County	1618	0	6	82
ROU	Romania	Dâmbovita	County	1619	0	6	83
ROU	Romania	Ilfov	County	1620	0	6	84
ROU	Romania	Arges	County	1621	0	6	85
ROU	Romania	Gorj	County	1622	0	6	86
ROU	Romania	Hunedoara	County	1623	0	6	87
ROU	Romania	Vâlcea	County	1624	0	6	88
ROU	Romania	Prahova	County	1625	0	6	89
ROU	Romania	Covasna	County	1626	0	6	90
ROU	Romania	Vrancea	County	1627	0	6	91
ROU	Romania	Buzau	County	1628	0	6	92
ROU	Romania	Brasov	County	1629	0	6	93
ROU	Romania	Sibiu	County	1630	0	6	94
ROU	Romania	Mures	County	1631	0	6	95
ROU	Romania	Harghita	County	1632	0	6	96
ROU	Romania	Neamt	County	1633	0	6	97
ROU	Romania	Bacau	County	1634	0	6	98
ROU	Romania	Alba	County	1635	0	6	99
ROU	Romania	Braila	County	1636	0	6	100
ROU	Romania	Ialomita	County	1637	0	6	101
ROU	Romania	Bucharest	City	1638	0	6	102
HUN	Hungary	Szabolcs-Szatmár-Bereg	County	1639	0	6	103
HUN	Hungary	Békés	County	1640	0	6	104
HUN	Hungary	Hajdú-Bihar	County	1641	0	6	105
HUN	Hungary	Csongrád	County	1642	0	6	106
HUN	Hungary	Gyor-Moson-Sopron	County	1643	0	6	107
HUN	Hungary	Sopron	Urban county	1644	0	6	108
HUN	Hungary	Vas	County	1645	0	6	109
HUN	Hungary	Bács-Kiskun	County	1646	0	6	110
HUN	Hungary	Szeged	Urban county	1647	0	6	111
HUN	Hungary	Zala	County	1648	0	6	112
HUN	Hungary	Somogy	County	1649	0	6	113
HUN	Hungary	Baranya	County	1650	0	6	114
HUN	Hungary	Borsod-Abaúj-Zemplén	County	1651	0	6	115
HUN	Hungary	Nógrád	County	1652	0	6	116
HUN	Hungary	Salgótarján	Urban county	1653	0	6	117
HUN	Hungary	Komárom-Esztergom	County	1654	0	6	118
HUN	Hungary	Pest	County	1655	0	6	119
HUN	Hungary	Jász-Nagykun-Szolnok	County	1656	0	6	120
HUN	Hungary	Fejér	County	1657	0	6	121
HUN	Hungary	Veszprém	Urban county	1674	0	6	138
HUN	Hungary	Tolna	County	1659	0	6	123
HUN	Hungary	Szolnok	Urban county	1660	0	6	124
HUN	Hungary	Budapest	Capital City	1661	0	6	125
HUN	Hungary	Érd	Urban county	1662	0	6	126
HUN	Hungary	Heves	County	1663	0	6	127
HUN	Hungary	Eger	Urban county	1664	0	6	128
HUN	Hungary	Miskolc	Urban county	1665	0	6	129
HUN	Hungary	Hódmezôvásárhely	Urban county	1666	0	6	130
HUN	Hungary	Dunaújváros	Urban county	1667	0	6	131
HUN	Hungary	Kecskemét	Urban county	1668	0	6	132
HUN	Hungary	Tatabánya	Urban county	1669	0	6	133
HUN	Hungary	Gyôr	Urban county	1670	0	6	134
HUN	Hungary	Szombathely	Urban county	1671	0	6	135
HUN	Hungary	Zalaegerszeg	Urban county	1672	0	6	136
HUN	Hungary	Nagykanizsa	Urban county	1673	0	6	137
HUN	Hungary	Kaposvár	Urban county	1675	0	6	139
HUN	Hungary	Pécs	Urban county	1676	0	6	140
HUN	Hungary	Szekszárd	Urban county	1677	0	6	141
HUN	Hungary	Székesfehérvár	Urban county	1678	0	6	142
HUN	Hungary	Békéscsaba	Urban county	1679	0	6	143
HUN	Hungary	Debrecen	Urban county	1680	0	6	144
HUN	Hungary	Nyíregyháza	Urban county	1681	0	6	145
SVK	Slovakia	Žilinský	Region	1682	0	6	146
SVK	Slovakia	Prešov	Region	1683	0	6	147
SVK	Slovakia	Košický	Region	1684	0	6	148
SVK	Slovakia	Bratislavský	Region	1685	0	6	149
SVK	Slovakia	Trnavský	Region	1686	0	6	150
SVK	Slovakia	Trenciansky	Region	1687	0	6	151
SVK	Slovakia	Banskobystrický	Region	1688	0	6	152
SVK	Slovakia	Nitriansky	Region	1689	0	6	153
POL	Poland	Silesian	Voivodeship|Province	1690	0	6	154
POL	Poland	Lesser Poland	Voivodeship|Province	1691	0	6	155
POL	Poland	Subcarpathian	Voivodeship|Province	1692	0	6	156
POL	Poland	Lower Silesian	Voivodeship|Province	1693	0	6	157
POL	Poland	Opole	Voivodeship|Province	1694	0	6	158
POL	Poland	Podlachian	Voivodeship|Province	1695	0	6	159
POL	Poland	Warmian-Masurian	Voivodeship|Province	1696	0	6	160
POL	Poland	Lubusz	Voivodeship|Province	1697	0	6	161
POL	Poland	West Pomeranian	Voivodeship|Province	1698	0	6	162
POL	Poland	Lublin	Voivodeship|Province	1699	0	6	163
POL	Poland	Pomeranian	Voivodeship|Province	1700	0	6	164
POL	Poland	Masovian	Voivodeship|Province	1701	0	6	165
POL	Poland	Łódź	Voivodeship|Province	1702	0	6	166
POL	Poland	Kuyavian-Pomeranian	Voivodeship|Province	1703	0	6	167
POL	Poland	Greater Poland	Voivodeship|Province	1704	0	6	168
POL	Poland	Świętokrzyskie	Voivodeship|Province	1705	0	6	169
IRL	Ireland	Donegal	County	1706	0	6	170
IRL	Ireland	Leitrim	County	1707	0	6	171
IRL	Ireland	Cavan	County	1708	0	6	172
IRL	Ireland	Monaghan	Administrative County	1709	0	6	173
IRL	Ireland	Louth	County	1710	0	6	174
IRL	Ireland	Dublin	County	1711	0	6	175
IRL	Ireland	Dún Laoghaire–Rathdown	County	1712	0	6	176
IRL	Ireland	Wicklow	County	1713	0	6	177
IRL	Ireland	Wexford	County	1714	0	6	178
IRL	Ireland	Kilkenny	County	1715	0	6	179
IRL	Ireland	Waterford	City	1738	0	6	202
IRL	Ireland	Cork	City	1718	0	6	182
IRL	Ireland	Kerry	County	1719	0	6	183
IRL	Ireland	Limerick	City	1739	0	6	203
IRL	Ireland	Clare	County	1721	0	6	185
IRL	Ireland	Galway	City	1723	0	6	187
IRL	Ireland	Mayo	County	1724	0	6	188
